"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","43","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","49","33","1","1","58.985485","0","582"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","38","1","1","80.146706","0","778"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","38","1","1","78.922195","0","778"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","49","38","1","1","82.242920","0","778"
"/Game/Materials/flickering_light.flickering_light","49","43","1","1","49.424114","0","988"
"/Game/ManualImports/schraube.schraube","49","35","1","1","63.984158","0","664"
"/Game/ManualImports/rundholz.rundholz","49","35","1","1","63.533928","0","664"
"/Game/ManualImports/metall0.metall0","49","35","1","1","65.845840","0","664"
"/Game/ManualImports/lampholder.lampholder","49","23","1","1","45.565380","0","298"
"/Game/ManualImports/holz1-1.holz1-1","49","35","1","1","62.791973","0","664"
"/Game/ManualImports/holz0.holz0","49","35","1","1","64.175980","0","664"
"/Game/ManualImports/Balkenholz.Balkenholz","49","35","1","1","64.879799","0","647"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","49","0","4","1","0.000000","0","0"
"/Game/EF_Grounds/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","49","301","2","2","477.352844","0","20606"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_CandleWax.M_AVP2_CandleWax","49","38","1","1","80.560272","0","760"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_Mat.glass_a_Mat","49","49","1","1","76.444107","0","1273"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_foggy_Mat.glass_a_foggy_Mat","49","49","1","1","80.566032","0","1273"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Glass.M_AVP2_Glass","49","33","1","1","60.029022","0","593"
"/Game/HouseOfChangwon/Materials/Concretes/M_Roof_Concrete_2.M_Roof_Concrete_2","49","41","1","1","89.049011","0","893"
"/Game/HouseOfChangwon/Materials/Woods/M_Pillar_Wood_01.M_Pillar_Wood_01","49","41","1","1","87.485672","0","892"
"/Game/HouseOfChangwon/Materials/Concretes/M_Roof_Concrete_1.M_Roof_Concrete_1","49","41","1","1","89.097031","0","901"
"/Game/HouseOfChangwon/Materials/Woods/M_Module_Wood_01.M_Module_Wood_01","49","41","1","1","89.692276","0","901"
"/Game/HouseOfChangwon/Materials/Woods/M_Floor_wood.M_Floor_wood","49","38","1","1","89.055702","0","770"
"/Game/HouseOfChangwon/Materials/Stones/M_Floor_Brick.M_Floor_Brick","49","41","1","1","87.095497","0","901"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","834","1","1","1414.960571","111","302473"
"/Game/FL_Waterbody/Materials/Misc/LandscapeSiding_Mat.LandscapeSiding_Mat","49","23","2","1","46.747677","0","296"
"/Game/FL_Waterbody/Materials/3_Landscape_Mat.3_Landscape_Mat","49","299","7","7","453.023132","0","2865"
"/Game/Materials/M_poked_concrete.M_poked_concrete","49","23","1","1","46.510147","0","298"
"/Game/ManualImports/body.body","49","23","1","1","47.911232","0","298"
"/Game/Stylized_PBR_Nature/Terrain/M_Landscape.M_Landscape","49","160","3","3","314.899750","0","2133"
"/Game/Stylized_PBR_Nature/Rocks/Materials/M_Rock_Master.M_Rock_Master","49","38","1","1","81.378426","0","757"
"/Game/Stylized_PBR_Nature/Foliage/Materials/M_Tree_Trunk_Master.M_Tree_Trunk_Master","49","61","1","1","116.860657","0","1736"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","33","1","1","60.386189","0","569"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","38","1","1","80.910385","0","744"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","47","1","1","65.620331","0","1135"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","61","1","1","118.011841","0","1894"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","61","1","1","115.823631","0","1857"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","38","1","1","80.659187","0","710"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","38","1","1","84.633522","0","747"
"/Game/EF_Grounds/Materials/twig_bark_a_Mat.twig_bark_a_Mat","49","61","1","1","113.940445","0","1811"
"/Game/Props/WoodFloor041_2K_Displacement_Mat.WoodFloor041_2K_Displacement_Mat","49","14","1","1","19.308065","0","118"
"/Game/Props/WoodFloor041_2K_Color1_Mat.WoodFloor041_2K_Color1_Mat","49","14","1","1","20.121777","0","118"
"/Game/Props/holz1-1.holz1-1","49","26","1","1","49.523014","0","376"
"/Game/Props/WoodFloor041_2K_Roughness1_Mat.WoodFloor041_2K_Roughness1_Mat","49","14","1","1","19.144522","0","106"
"/Game/Props/WoodFloor041_2K_Roughness_Mat.WoodFloor041_2K_Roughness_Mat","49","14","1","1","19.384018","0","118"
"/Game/Props/WoodFloor041_2K_Displacement1_Mat.WoodFloor041_2K_Displacement1_Mat","49","14","1","1","19.209927","0","118"
"/Game/Props/WoodFloor041_2K_Color_Mat.WoodFloor041_2K_Color_Mat","49","14","1","1","19.440886","0","118"
"/Game/Props/holz0.holz0","49","26","1","1","51.223240","0","376"
"/Game/Props/Wood062_2K_Roughness1_Mat.Wood062_2K_Roughness1_Mat","49","14","1","1","18.901108","0","105"
"/Game/Props/Wood062_2K_Roughness_Mat.Wood062_2K_Roughness_Mat","49","14","1","1","19.376431","0","118"
"/Game/Props/Wood062_2K_Displacement1_Mat.Wood062_2K_Displacement1_Mat","49","14","1","1","19.160679","0","118"
"/Game/Props/Wood062_2K_Displacement_Mat.Wood062_2K_Displacement_Mat","49","14","1","1","19.191010","0","93"
"/Game/Props/Wood062_2K_Color1_Mat.Wood062_2K_Color1_Mat","49","14","1","1","19.372189","0","118"
"/Game/Props/rundholz.rundholz","49","26","1","1","51.360199","0","356"
"/Game/Props/Wood062_2K_Color_Mat.Wood062_2K_Color_Mat","49","14","1","1","19.607365","0","118"
"/Game/Props/Metal025_2K_Metalness-Metal025_2K_Roughness_Mat.Metal025_2K_Metalness-Metal025_2K_Roughness_Mat","49","14","1","1","19.626852","0","107"
"/Game/Props/Metal025_2K_Displacement_Mat.Metal025_2K_Displacement_Mat","49","14","1","1","18.829023","0","118"
"/Game/Props/schraube.schraube","49","26","1","1","51.096127","0","334"
"/Game/Props/Metal025_2K_Color_Mat.Metal025_2K_Color_Mat","49","14","1","1","19.361265","0","118"
"/Game/Props/Metal022_2K_Metalness-Metal022_2K_Roughness_Mat.Metal022_2K_Metalness-Metal022_2K_Roughness_Mat","49","14","1","1","19.120571","0","106"
"/Game/Props/Metal022_2K_Displacement_Mat.Metal022_2K_Displacement_Mat","49","14","1","1","19.336485","0","118"
"/Game/Props/metall0.metall0","49","26","2","1","51.173130","0","325"
"/Game/Props/Metal_M.Metal_M","49","26","1","1","50.680561","0","376"
"/Game/Props/Material_48.Material_48","49","26","1","1","50.965199","0","312"
"/Game/Props/Metal022_2K_Color_Mat.Metal022_2K_Color_Mat","49","14","1","1","20.022840","0","118"
"/Game/Props/transparent.transparent","49","24","1","1","41.086235","0","289"
"/Game/Props/solid.solid","49","26","1","1","52.152485","0","333"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldGround.MA_OpenWorldGround","49","14","1","1","19.576534","0","118"
"/Game/ManualImports/lambert2.lambert2","49","23","1","1","47.241741","0","262"
"/Game/ManualImports/re_lamp_02.re_lamp_02","49","23","1","1","45.195007","0","255"
"/Game/ManualImports/iron.iron","49","23","1","1","46.387333","0","276"
"/Game/ManualImports/lamp_003.lamp_003","49","23","1","1","45.819176","0","238"
"/Game/ManualImports/Fantasy_Potions_Tex.Fantasy_Potions_Tex","49","23","1","1","45.289730","0","262"
"/Game/ManualImports/Chimney_v1_Mat1.Chimney_v1_Mat1","49","23","1","1","45.231297","0","259"
"/Game/ManualImports/Chair_001.Chair_001","49","23","1","1","46.314114","0","261"
"/Game/ManualImports/DefaultMaterial.DefaultMaterial","49","23","1","1","46.507339","0","276"
"/Game/ManualImports/wire_223198087.wire_223198087","49","23","1","1","48.793205","0","237"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Masked_SubSurface_Mat_simplified.Master_Props_Masked_SubSurface_Mat_simplified","49","175","1","1","276.556305","0","10580"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","49","171","9","3","990.575989","0","3424"
"/Game/EF_Grounds/Materials/house_water_Mat.house_water_Mat","49","38","1","1","83.238136","0","778"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Mirrors.M_AVP2_Mirrors","49","38","1","1","83.637810","0","677"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_Deco.M_AVP2_Deco","49","38","1","1","80.594276","0","652"
"/Game/FL_Waterbody/Materials/1_ClutterMaster_Mat.1_ClutterMaster_Mat","49","89","1","1","138.172241","0","3338"
"/Game/FL_Waterbody/Materials/1_BarkMaster_mAT.1_BarkMaster_Mat","49","123","1","1","206.461029","0","6673"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","61","1","1","115.784157","0","1724"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","47","1","1","69.822876","0","1095"
"/Game/Stylized_PBR_Nature/Foliage/Materials/M_Foliage_Master.M_Foliage_Master","49","165","1","1","298.529510","0","10314"
"/Game/EF_Grounds/Materials/grass_tall_a_Mat.grass_tall_a_Mat","49","165","1","1","298.451172","0","10980"
"/Game/EF_Grounds/Materials/grassclump_b_Mat.grassclump_b_Mat","49","131","1","1","233.953369","0","7600"
"/Game/FL_Waterbody/Materials/1_PlantMaster_Mat.1_PlantMaster_Mat","49","165","1","1","307.758789","0","11447"
"/Game/Props/Balkenholz.Balkenholz","49","26","1","1","52.792522","0","331"
"/Game/ManualImports/Cabinet.Cabinet","49","23","1","1","48.579369","0","278"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","38","1","1","82.222984","0","778"
"/Game/EF_Grounds/Effects/Materials/Water/PondWater_a_Mat.PondWater_a_Mat","49","81","1","1","785.509399","162","4955"
"/Game/EF_Grounds/Materials/WaterFall_b_Mat.WaterFall_b_Mat","49","35","1","1","64.052475","0","620"
"/Game/AdvancedGlassPack/Materials/01_Clean/M_Glass_CleanMaster.M_Glass_CleanMaster","49","68","2","2","274.874268","0","1178"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Masked_Mat.Master_Masked_Mat","49","149","2","1","236.558838","0","7786"
"/Game/PN_OpenWorldFoliage/UE4_ThirdPerson/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","49","112","2","2","136.324219","0","3145"
"/Game/EF_Grounds/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","49","100","3","2","404.458038","0","1588"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","49","399","6","4","699.457764","0","8798"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","49","804","6","4","1240.747437","0","55097"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","49","50","1","1","99.114449","0","1309"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","49","97","1","1","166.813477","0","4255"
"/Game/OldWest/Shared/Materials/MM_MasterMaterial_01a.MM_MasterMaterial_01a","49","38","1","1","80.064072","0","741"
"/Game/Materials/M_RTMasterMaterial.M_RTMasterMaterial","49","76","2","2","162.759857","0","1473"
"/Game/Materials/LandscapeMaterial.LandscapeMaterial","49","294","38","11","452.932373","28","4355"
"/Game/EF_Grounds/Common/MasterMaterial/Master_Foliage_SS_Mat.Master_Foliage_SS_Mat","49","382","3","2","643.419678","0","19893"
"/Game/FL_Waterbody/Materials/2_BillboardMaster_Mat.2_BillboardMaster_Mat","49","165","1","1","300.382538","0","11919"
"/Volumetrics/Content/Sky/Materials/M_VolumetricCloud_02_Profiles_PaintClouds.M_VolumetricCloud_02_Profiles_PaintClouds","49","68","1","1","156.238312","0","2248"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","38","1","1","79.138062","0","726"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","49","13","1","1","16.336113","0","103"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldFoliage.MA_OpenWorldFoliage","49","262","2","2","1028.260498","0","10276"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","0","4","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","49","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","49","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","49","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","49","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","56","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","0","54","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","49","0","72","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","0","12","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","0","8","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","88","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","0","20","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","49","0","35","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","0","58","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","49","0","58","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","114","3","3","268.223969","0","2246"
"/Game/EF_Grounds/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","49","250","5","5","1520.714600","500","10526"
"/Game/EF_Grounds/Common/MasterMaterial/MasterVertLerp_Mat.MasterVertLerp_Mat","49","76","2","2","163.485855","0","1481"
"/Game/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","49","1155","17","7","4693.363770","0","58278"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","49","3","1","1","3.919740","0","8"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","49","6","1","1","7.253788","0","26"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","49","5","1","1","6.502433","0","19"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","49","400","16","4","1478.711426","0","10159"
"/Game/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","49","330","8","2","825.436035","0","16768"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","49","3","1","1","3.764604","0","8"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","49","3","1","1","4.780642","0","8"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","49","3","1","1","4.207970","0","8"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","49","3","1","1","3.834074","0","8"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","49","4","1","1","4.876013","0","13"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","49","4","1","1","4.745924","0","13"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","49","4","2","1","4.925203","0","11"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","49","4","1","1","4.677770","0","13"
"/Game/EF_Grounds/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","152","1","0","1","0.000000","0","0"
